,full_address,neighborhood,nid,sale_price,prediction,difference,shap
499,"172 Lunado Ct, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2500000,2758895,258895,Pros: 1) comp_price = 2823225 2) year_sold = 2018 3) lot_sf = 8023.0  Cons: 1) rooms = 11.0 2) beds = 6 3) latitude = 37.725765 
500,"408 Rivera St, San Francisco, CA 94116-1847",2 - Golden Gate Heights,2010,1300000,1363785,63785,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Rivera  Cons: 1) comp_price = 1293541 2) baths = 1.0 3) nid = 2010 
501,"1325 Holloway Ave, San Francisco, CA 94132",4 - Ingleside Terrace,4050,1460000,1614241,154241,Pros: 1) year_sold = 2018 2) lot_sf = 5749.0 3) park_leased = ONST  Cons: 1) latitude = 37.721634 2) comp_price = 1516472 3) baths = 1.5 
502,"564 12th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,3300000,2429151,-870848,Pros: 1) comp_price = 2609106 2) year_sold = 2018 3) latitude = 37.777634  Cons: 1) nid = 1020 2) beds = 5 3) rooms = 8.5 
503,"125 Chester Ave, San Francisco, CA 94132",3 - Ingleside Heights,3070,1010000,1051113,41113,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Chester  Cons: 1) comp_price = 1049900 2) latitude = 37.713943 3) baths = 1.0 
504,"333 Chester Ave, San Francisco, CA 94132",3 - Ingleside Heights,3070,990000,956202,-33797,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Chester  Cons: 1) comp_price = 864952 2) latitude = 37.709765999999995 3) baths = 1.0 
505,"78 Mercedes Way, San Francisco, CA 94127",4 - Ingleside Terrace,4050,3700000,4221995,521995,Pros: 1) comp_price = 5107188 2) year_sold = 2018 3) lot_sf = 7840.0  Cons: 1) rooms = 9.0 2) latitude = 37.728256 3) beds = 5 
506,"365 Wawona St, San Francisco, CA 94127",4 - West Portal,4160,1650000,1389173,-260826,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Wawona  Cons: 1) comp_price = 1412091 2) baths = 1.0 3) latitude = 37.737835 
507,"631 12th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,1975000,1922721,-52278,Pros: 1) year_sold = 2018 2) comp_price = 1949637 3) latitude = 37.776314  Cons: 1) nid = 1020 2) park_leased = 0 3) beds = 4 
508,"2319 14th Ave, San Francisco, CA 94116-2518",2 - Golden Gate Heights,2010,1600000,1451970,-148029,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) lot_sf = 3824.0  Cons: 1) comp_price = 1316229 2) nid = 2010 3) baths = 1.5 
509,"145 Paloma Ave, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2700000,3324253,624253,Pros: 1) comp_price = 3443844 2) year_sold = 2018 3) lot_sf = 8847.0  Cons: 1) latitude = 37.72873 2) beds = 5 3) rooms = 8.25 
510,"2373 14th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1950000,1712267,-237732,Pros: 1) year_sold = 2018 2) comp_price = 1806910 3) lot_sf = 4247.0  Cons: 1) baths = 1.25 2) nid = 2010 3) rooms = 7.0 
511,"731 12th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,1900000,2038826,138826,Pros: 1) comp_price = 2341902 2) year_sold = 2018 3) latitude = 37.77445  Cons: 1) baths = 1.25 2) nid = 1020 3) rooms = 8.0 
512,"1579 Funston Ave, San Francisco, CA 94122-3530",2 - Inner Sunset,2060,2100000,1680722,-419277,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) comp_price = 1772072  Cons: 1) nid = 2060 2) baths = 1.5 3) beds = 4 
513,"52 Mercedes Way, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2550000,2260413,-289586,Pros: 1) year_sold = 2018 2) lot_sf = 7950.0 3) comp_price = 2076112  Cons: 1) latitude = 37.727783 2) beds = 4 3) rooms = 7.0 
514,"108 11th Ave, San Francisco, CA 94118",1 - Lake Street,1040,1850000,1713326,-136673,Pros: 1) year_sold = 2018 2) latitude = 37.786159999999995 3) park_leased = ONST  Cons: 1) nid = 1040 2) baths = 1.5 3) lot_sf = 2374.0 
515,"210 11th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,2100000,1818785,-281214,Pros: 1) year_sold = 2018 2) latitude = 37.784264 3) comp_price = 1861444  Cons: 1) nid = 1020 2) lot_sf = 2060.0 3) baths = 1.5 
516,"315 Byxbee St, San Francisco, CA 94132-2620",3 - Merced Heights,3020,1300000,1286964,-13035,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Byxbee  Cons: 1) comp_price = 1438995 2) latitude = 37.72005 3) baths = 1.0 
517,"1045 Balboa St, San Francisco, CA 94118",1 - Inner Richmond,1020,3450000,2186060,-1263939,Pros: 1) comp_price = 2394228 2) year_sold = 2018 3) latitude = 37.776962  Cons: 1) rooms = 11.0 2) nid = 1020 3) beds = 5 
518,"447 11th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,2150000,2216471,66471,Pros: 1) year_sold = 2018 2) comp_price = 2253986 3) latitude = 37.779823  Cons: 1) rooms = 9.0 2) nid = 1020 3) beds = 4 
519,"2151 Funston Ave, San Francisco, CA 94116-1904",2 - Golden Gate Heights,2010,1940000,2185466,245466,Pros: 1) year_sold = 2018 2) comp_price = 2313062 3) baths = 3.5  Cons: 1) nid = 2010 2) rooms = 8.0 3) beds = 4 
520,"2184 Funston Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,2000000,2005508,5508,Pros: 1) year_sold = 2018 2) comp_price = 2089315 3) park_leased = ONST  Cons: 1) nid = 2010 2) rooms = 7.0 3) longitude = -122.469444 
521,"3520 Fulton St, San Francisco, CA 94118",1 - Inner Richmond,1020,1500000,1871815,371815,Pros: 1) year_sold = 2018 2) comp_price = 2297009 3) latitude = 37.77325  Cons: 1) rooms = 9.0 2) nid = 1020 3) lot_sf = 1999.0 
522,"635 11th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,2400000,2341709,-58290,Pros: 1) comp_price = 2733410 2) year_sold = 2018 3) latitude = 37.7763  Cons: 1) rooms = 10.0 2) beds = 6 3) nid = 1020 
523,"635 11th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,2710000,2417937,-292062,Pros: 1) comp_price = 2733410 2) year_sold = 2018 3) latitude = 37.7763  Cons: 1) rooms = 10.0 2) nid = 1020 3) beds = 5 
524,"2375 Funston Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1650000,1689180,39180,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) comp_price = 1723708  Cons: 1) nid = 2010 2) rooms = 7.0 3) longitude = -122.46921 
525,"1570 12th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,2500000,2310927,-189072,Pros: 1) comp_price = 2655483 2) year_sold = 2018 3) view_count = 6  Cons: 1) nid = 2060 2) park_leased = 0 3) beds = 4 
526,"1950 Monterey Blvd, San Francisco, CA 94127",4 - St. Francis Wood,4070,3500000,2930102,-569897,Pros: 1) comp_price = 3359653 2) year_sold = 2018 3) lot_sf = 7662.0  Cons: 1) rooms = 10.0 2) beds = 5 3) park_leased = 0 
527,"1623 12th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1450000,1616148,166148,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.757805  Cons: 1) baths = 1.0 2) nid = 2060 3) longitude = -122.4691 
528,"222 Moncada Way, San Francisco, CA 94127",4 - Ingleside Terrace,4050,2200000,2122948,-77051,Pros: 1) year_sold = 2018 2) lot_sf = 6747.0 3) comp_price = 1920419  Cons: 1) latitude = 37.727406 2) nid = 4050 3) longitude = -122.46901000000001 
529,"459 Ralston St, San Francisco, CA 94132",3 - Merced Heights,3020,950000,924130,-25869,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 715595 2) latitude = 37.72081 3) baths = 1.0 
530,"1950 Anza St, San Francisco, CA 94118",1 - Inner Richmond,1020,3310000,2408646,-901353,Pros: 1) comp_price = 2614518 2) year_sold = 2018 3) latitude = 37.778877  Cons: 1) rooms = 9.0 2) nid = 1020 3) beds = 5 
531,"365 Ralston St, San Francisco, CA 94132",3 - Merced Heights,3020,1485000,1201755,-283244,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) lot_sf = 3332.0  Cons: 1) comp_price = 1112498 2) latitude = 37.719006 3) nid = 3020 
532,"255 Ralston St, San Francisco, CA 94132",3 - Ingleside Heights,3070,1610000,1480805,-129194,Pros: 1) year_sold = 2018 2) baths = 4.0 3) park_leased = ONST  Cons: 1) comp_price = 1245310 2) latitude = 37.717075 3) rooms = 8.0 
533,"116 10th Ave, San Francisco, CA 94118",1 - Lake Street,1040,2800000,2091980,-708019,Pros: 1) year_sold = 2018 2) comp_price = 2094125 3) latitude = 37.78608  Cons: 1) nid = 1040 2) beds = 4 3) longitude = -122.46893999999999 
534,"70 Ralston St, San Francisco, CA 94132",3 - Ingleside Heights,3070,875000,995857,120857,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Ralston  Cons: 1) comp_price = 965155 2) latitude = 37.713604 3) baths = 1.0 
535,"1907 12th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1410000,1577931,167931,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.752064000000004  Cons: 1) comp_price = 1527586 2) nid = 2010 3) longitude = -122.46886 
536,"78 San Leandro Way, San Francisco, CA 94127",4 - St. Francis Wood,4070,3660000,2697296,-962703,Pros: 1) comp_price = 3006636 2) year_sold = 2018 3) lot_sf = 5009.0  Cons: 1) rooms = 9.0 2) latitude = 37.735306 3) beds = 4 
537,"234 10th Ave, San Francisco, CA 94118-2213",1 - Inner Richmond,1020,2500000,2138404,-361595,Pros: 1) year_sold = 2018 2) comp_price = 2113670 3) latitude = 37.783928  Cons: 1) nid = 1020 2) longitude = -122.46878000000001 3) view_count = 1 
538,"124 Forest Side Ave, San Francisco, CA 94127",4 - West Portal,4160,2220000,1874709,-345290,Pros: 1) year_sold = 2018 2) comp_price = 1817615 3) baths = 3.0  Cons: 1) rooms = 7.0 2) nid = 4160 3) longitude = -122.46876499999999 
539,"290 San Leandro Way, San Francisco, CA 94127",4 - Balboa Terrace,4010,2280000,2028429,-251570,Pros: 1) year_sold = 2018 2) comp_price = 2093778 3) baths = 3.0  Cons: 1) latitude = 37.732037 2) nid = 4010 3) longitude = -122.46874 
540,"2139 12th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1640000,1494872,-145127,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 12th  Cons: 1) comp_price = 1350322 2) nid = 2010 3) longitude = -122.46843999999999 
541,"89 Forest Side Ave, San Francisco, CA 94127",4 - West Portal,4160,1656000,1471403,-184596,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Forest Side  Cons: 1) comp_price = 1447960 2) baths = 1.0 3) sf = 1148 
542,"2159 12th Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1450000,1575798,125798,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 6  Cons: 1) comp_price = 1491898 2) nid = 2010 3) baths = 1.5 
543,"461 Noriega St, San Francisco, CA 94122-4611",2 - Golden Gate Heights,2010,2450000,2203490,-246509,Pros: 1) year_sold = 2018 2) comp_price = 2218838 3) baths = 3.0  Cons: 1) nid = 2010 2) rooms = 7.0 3) longitude = -122.46836 
544,"1425 11th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,2300000,1905076,-394923,Pros: 1) year_sold = 2018 2) comp_price = 2027190 3) baths = 3.0  Cons: 1) rooms = 9.0 2) beds = 5 3) nid = 2060 
545,"384 Santa Ana Ave, San Francisco, CA 94127",4 - Balboa Terrace,4010,2300000,2804301,504301,Pros: 1) comp_price = 3341704 2) year_sold = 2018 3) baths = 4.0  Cons: 1) beds = 5 2) latitude = 37.730038 3) rooms = 8.0 
546,"621 Shields St, San Francisco, CA 94132",3 - Merced Heights,3020,959000,1003767,44767,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 882064 2) latitude = 37.717896 3) baths = 1.0 
547,"3412 Fulton St, San Francisco, CA 94118-3634",1 - Inner Richmond,1020,1205000,1148504,-56495,Pros: 1) year_sold = 2018 2) latitude = 37.7733 3) park_leased = ONST  Cons: 1) comp_price = 986217 2) lot_sf = 1013.0 3) baths = 1.0 
548,"54 Forest Side Ave, San Francisco, CA 94127",4 - West Portal,4160,2550000,1787411,-762588,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) rooms = 7.0 2) nid = 4160 3) longitude = -122.468185 
549,"18 Cragmont Ave, San Francisco, CA 94116",2 - Golden Gate Heights,2010,2100000,2021263,-78736,Pros: 1) year_sold = 2018 2) baths = 3.5 3) comp_price = 1791566  Cons: 1) nid = 2010 2) longitude = -122.46813999999999 3) rooms = 6.5 
550,"2367 12th Ave, San Francisco, CA 94116",4 - Forest Hill,4030,2806000,2377679,-428320,Pros: 1) comp_price = 2607153 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) nid = 4030 2) longitude = -122.468124 3) view_count = 1 
551,"40 Forest Side Ave, San Francisco, CA 94127",4 - West Portal,4160,2250000,2363533,113533,Pros: 1) comp_price = 2763864 2) year_sold = 2018 3) baths = 3.0  Cons: 1) rooms = 10.0 2) beds = 4 3) nid = 4160 
552,"445 Ortega St, San Francisco, CA 94122-4621",2 - Golden Gate Heights,2010,2400000,1596487,-803512,Pros: 1) year_sold = 2018 2) lot_sf = 8851.0 3) rooms = 3.0  Cons: 1) comp_price = 1072000 2) baths = 1.0 3) nid = 2010 
553,"758 10th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,2455000,1798144,-656855,Pros: 1) year_sold = 2018 2) latitude = 37.774097 3) park_leased = ONST  Cons: 1) nid = 1020 2) longitude = -122.46807 3) view_count = 1 
554,"20 Entrada Ct, San Francisco, CA 94127",4 - Ingleside Terrace,4050,1618888,1834894,216006,Pros: 1) year_sold = 2018 2) lot_sf = 5762.0 3) comp_price = 1904150  Cons: 1) latitude = 37.724937 2) rooms = 8.0 3) baths = 1.5 
555,"351 Vernon St, San Francisco, CA 94132",3 - Merced Heights,3020,1390000,1141061,-248938,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Vernon  Cons: 1) comp_price = 1125579 2) latitude = 37.7188 3) nid = 3020 
556,"422 Vernon St, San Francisco, CA 94132",3 - Merced Heights,3020,1320000,1026042,-293957,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 878021 2) latitude = 37.7202 3) baths = 1.0 
557,"239 Vernon St, San Francisco, CA 94132",3 - Ingleside Heights,3070,1525000,1367893,-157106,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1279038 2) latitude = 37.71683 3) nid = 3070 
558,"278 Vernon St, San Francisco, CA 94132",3 - Ingleside Heights,3070,995000,1158055,163055,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1135741 2) latitude = 37.71745 3) beds = 5 
559,"355 Santa Ana Ave, San Francisco, CA 94127",4 - Balboa Terrace,4010,2600000,2849770,249770,Pros: 1) comp_price = 3010856 2) year_sold = 2018 3) baths = 5.5  Cons: 1) rooms = 9.5 2) latitude = 37.730583 3) beds = 4 
560,"28 Forest Side Ave, San Francisco, CA 94127",4 - West Portal,4160,2250000,1635383,-614616,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 4  Cons: 1) baths = 1.0 2) nid = 4160 3) longitude = -122.46799999999999 
561,"138 Madrone Ave, San Francisco, CA 94127",4 - West Portal,4160,3188888,2626306,-562581,Pros: 1) comp_price = 2933540 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 11.0 2) beds = 5 3) nid = 4160 
562,"1771 11th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1662500,1880595,218095,Pros: 1) year_sold = 2018 2) comp_price = 1996593 3) park_leased = ONST  Cons: 1) nid = 2060 2) beds = 4 3) longitude = -122.46785 
563,"1811 11th Ave, San Francisco, CA 94122-4603",2 - Golden Gate Heights,2010,1695000,2003693,308693,Pros: 1) year_sold = 2018 2) comp_price = 2168803 3) park_leased = ONST  Cons: 1) nid = 2010 2) rooms = 8.0 3) beds = 4 
564,"240 9th Ave, San Francisco, CA 94118",1 - Inner Richmond,1020,3700000,2120181,-1579818,Pros: 1) year_sold = 2018 2) comp_price = 2233733 3) latitude = 37.783882  Cons: 1) nid = 1020 2) rooms = 8.0 3) longitude = -122.4677 
565,"275 9th Ave, San Francisco, CA 94118-2208",1 - Inner Richmond,1020,1995000,2074949,79949,Pros: 1) year_sold = 2018 2) comp_price = 2207096 3) latitude = 37.783337  Cons: 1) nid = 1020 2) rooms = 8.0 3) beds = 4 
566,"177 Wawona St, San Francisco, CA 94127",4 - West Portal,4160,3105000,2315508,-789491,Pros: 1) year_sold = 2018 2) comp_price = 2215814 3) lot_sf = 5005.0  Cons: 1) nid = 4160 2) longitude = -122.46761000000001 3) latitude = 37.74034 
567,"828 Balboa St, San Francisco, CA 94118-3644",1 - Inner Richmond,1020,2376500,2179347,-197152,Pros: 1) comp_price = 2418300 2) year_sold = 2018 3) latitude = 37.777077  Cons: 1) nid = 1020 2) rooms = 8.0 3) baths = 1.5 
568,"1223 10th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,2250000,1872237,-377762,Pros: 1) year_sold = 2018 2) comp_price = 1876629 3) latitude = 37.76534  Cons: 1) nid = 2060 2) longitude = -122.46748000000001 3) view_count = 1 
569,"526 Castenada Ave, San Francisco, CA 94116",4 - Forest Hill,4030,1750000,1510118,-239881,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1281047 2) beds = 4 3) nid = 4030 
570,"363 San Benito Way, San Francisco, CA 94127",4 - Balboa Terrace,4010,1950000,1820199,-129800,Pros: 1) year_sold = 2018 2) comp_price = 1788385 3) park_leased = ONST  Cons: 1) latitude = 37.72987 2) nid = 4010 3) view_count = 1 
571,"432 Lawton St, San Francisco, CA 94122",2 - Inner Sunset,2060,1760000,1805829,45829,Pros: 1) year_sold = 2018 2) comp_price = 1889545 3) park_leased = ONST  Cons: 1) nid = 2060 2) baths = 1.5 3) lot_sf = 2495.0 
572,"432 Moraga St, San Francisco, CA 94122",2 - Inner Sunset,2060,3400000,3119453,-280546,Pros: 1) comp_price = 3523105 2) year_sold = 2018 3) baths = 4.5  Cons: 1) rooms = 8.5 2) nid = 2060 3) beds = 4 
573,"1449 10th Ave, San Francisco, CA 94122-3602",2 - Inner Sunset,2060,1410000,1362104,-47895,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.7612  Cons: 1) comp_price = 1119504 2) baths = 1.0 3) nid = 2060 
574,"555 Arch St, San Francisco, CA 94132",3 - Merced Heights,3020,1150000,1528096,378096,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Arch  Cons: 1) latitude = 37.720753 2) nid = 3020 3) lot_sf = 2495.0 
575,"90 San Benito Way, San Francisco, CA 94127",4 - St. Francis Wood,4070,2550000,2234953,-315046,Pros: 1) year_sold = 2018 2) comp_price = 2167168 3) lot_sf = 4978.0  Cons: 1) latitude = 37.735233 2) nid = 4070 3) longitude = -122.46718 
576,"564 Arch St, San Francisco, CA 94132-2706",3 - Merced Heights,3020,1430000,1226036,-203963,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Arch  Cons: 1) comp_price = 1161686 2) latitude = 37.720924 3) nid = 3020 
577,"140 San Benito Way, San Francisco, CA 94127",4 - St. Francis Wood,4070,2960000,2782030,-177969,Pros: 1) comp_price = 3052498 2) year_sold = 2018 3) lot_sf = 4996.0  Cons: 1) latitude = 37.734158 2) beds = 4 3) rooms = 7.0 
578,"346 San Benito Way, San Francisco, CA 94127",4 - Balboa Terrace,4010,1800000,1850375,50375,Pros: 1) year_sold = 2018 2) baths = 3.5 3) lot_sf = 4229.0  Cons: 1) latitude = 37.730595 2) rooms = 8.0 3) nid = 4010 
579,"12 Madrone Ave, San Francisco, CA 94127",4 - West Portal,4160,1730000,1502056,-227943,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Madrone  Cons: 1) baths = 1.0 2) comp_price = 1483742 3) nid = 4160 
580,"1711 10th Ave, San Francisco, CA 94122-4625",2 - Inner Sunset,2060,1400000,1286320,-113679,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.756226  Cons: 1) comp_price = 1095105 2) lot_sf = 2060.0 3) nid = 2060 
581,"9 Gateview Ct, San Francisco, CA 94116",2 - Golden Gate Heights,2010,1740000,2077338,337338,Pros: 1) comp_price = 2461016 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) rooms = 9.0 2) nid = 2010 3) beds = 4 
582,"341 Dorantes Ave, San Francisco, CA 94116",4 - Forest Hill,4030,2400000,2186881,-213118,Pros: 1) year_sold = 2018 2) comp_price = 2222199 3) baths = 4.0  Cons: 1) rooms = 8.0 2) beds = 4 3) nid = 4030 
583,"181 8th Ave, San Francisco, CA 94118",1 - Lake Street,1040,3030000,2836342,-193657,Pros: 1) comp_price = 3041119 2) year_sold = 2018 3) latitude = 37.785152000000004  Cons: 1) nid = 1040 2) view_count = 1 3) longitude = -122.46673 
584,"1847 10th Ave, San Francisco, CA 94122-4601",2 - Inner Sunset,2060,1705000,1543646,-161353,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.753784  Cons: 1) comp_price = 1409926 2) nid = 2060 3) view_count = 1 
585,"1858 10th Ave, San Francisco, CA 94122",2 - Inner Sunset,2060,1615000,1603365,-11634,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.753593  Cons: 1) baths = 1.0 2) nid = 2060 3) sf = 1346 
586,"55 Terrace Dr, San Francisco, CA 94127",4 - St. Francis Wood,4070,3005000,2897603,-107396,Pros: 1) comp_price = 3393522 2) year_sold = 2018 3) baths = 3.0  Cons: 1) beds = 6 2) rooms = 9.0 3) latitude = 37.73768 
587,"624 Urbano Dr, San Francisco, CA 94127",4 - Ingleside Terrace,4050,1995000,1988440,-6559,Pros: 1) year_sold = 2018 2) lot_sf = 6634.0 3) comp_price = 1949790  Cons: 1) latitude = 37.723347 2) baths = 1.5 3) nid = 4050 
588,"730 Cabrillo St, San Francisco, CA 94118",1 - Inner Richmond,1020,1500000,1653239,153239,Pros: 1) year_sold = 2018 2) latitude = 37.775259999999996 3) park_leased = ONST  Cons: 1) baths = 1.0 2) nid = 1020 3) beds = 4 
